college_tier,placement_status,salary_package_lpa,salary_available,tech_skill,soft_skill,practical_skill,cgpa_scaled,backlogs_scaled,academic_points,branch_CSE,branch_Chemical,branch_ECE,branch_EE,branch_IT,branch_ME
2,0,,0,0.4755092592592593,0.42222222222222217,0.2833333333333333,0.3733333333333334,0.0,0.5613333333333334,0,0,0,0,0,0
2,1,14.58,1,0.5450462962962964,0.33888888888888885,0.23333333333333334,0.4700000000000001,0.3333333333333333,0.529,0,0,0,0,0,1
2,1,17.51,1,0.5001157407407407,0.6055555555555556,0.18333333333333335,0.7799999999999999,0.3333333333333333,0.746,0,0,1,0,0,0
3,1,19.51,1,0.5096759259259259,0.06666666666666668,0.6583333333333332,0.4916666666666666,0.0,0.6441666666666666,0,0,0,0,0,0
2,0,,0,0.5280555555555556,0.3944444444444444,0.5166666666666666,0.62,0.0,0.734,1,0,0,0,0,0
3,0,,0,0.41659722222222223,0.5999999999999999,0.25,0.1416666666666666,0.0,0.3991666666666666,0,0,1,0,0,0
3,1,15.89,1,0.6318981481481482,0.2166666666666667,0.35,0.3633333333333332,0.3333333333333333,0.4543333333333332,0,0,1,0,0,0
1,0,,0,0.40604166666666663,0.42222222222222217,0.30833333333333335,0.6349999999999999,1.0,0.4444999999999999,0,0,0,0,0,1
2,1,19.6,1,0.46310185185185193,0.36666666666666664,0.13333333333333333,0.7466666666666667,0.0,0.8226666666666667,0,0,0,0,1,0
1,1,22.55,1,0.5014583333333335,0.8444444444444444,0.43333333333333335,0.805,0.0,0.8634999999999999,1,0,0,0,0,0
3,0,,0,0.4670138888888889,0.5,0.31666666666666665,0.5583333333333332,0.0,0.6908333333333332,0,0,0,0,0,1
2,1,20.76,1,0.555625,0.3666666666666666,0.31666666666666665,0.7816666666666666,0.0,0.8471666666666666,0,0,0,0,0,0
2,1,20.47,1,0.5141435185185185,0.3222222222222222,0.6333333333333333,0.8433333333333334,0.0,0.8903333333333334,1,0,0,0,0,0
3,0,,0,0.3924074074074075,0.5666666666666667,0.31666666666666665,0.4833333333333333,0.0,0.6383333333333332,0,0,0,0,0,0
2,1,18.6,1,0.43974537037037037,0.32777777777777783,0.23333333333333334,0.6616666666666665,0.6666666666666666,0.5631666666666665,1,0,0,0,0,0
3,0,,0,0.3997685185185185,0.8055555555555556,0.4,0.29999999999999993,0.6666666666666666,0.30999999999999994,1,0,0,0,0,0
3,1,14.66,1,0.47372685185185187,0.4277777777777777,0.30833333333333335,0.7316666666666668,0.0,0.8121666666666667,0,1,0,0,0,0
3,0,,0,0.5504861111111111,0.6722222222222222,0.3,0.6333333333333332,0.0,0.7433333333333332,0,1,0,0,0,0
1,1,19.6,1,0.5237499999999999,0.37777777777777777,0.23333333333333334,0.7066666666666667,0.0,0.7946666666666666,0,0,0,0,1,0
1,1,20.2,1,0.5189120370370371,0.2833333333333333,0.31666666666666665,0.6,0.0,0.72,0,0,1,0,0,0
3,1,17.96,1,0.5114814814814815,0.44999999999999996,0.6083333333333334,0.6583333333333333,0.0,0.7608333333333333,1,0,0,0,0,0
3,1,13.65,1,0.49356481481481485,0.34444444444444444,0.13333333333333333,0.65,0.3333333333333333,0.655,0,0,0,1,0,0
2,0,,0,0.4920833333333334,0.6388888888888888,0.1,0.4116666666666665,0.0,0.5881666666666665,0,0,0,0,0,1
2,1,18.94,1,0.46875,0.6944444444444444,0.475,0.5816666666666667,0.6666666666666666,0.5071666666666667,1,0,0,0,0,0
2,1,14.66,1,0.49118055555555556,0.6333333333333333,0.225,0.6116666666666667,0.0,0.7281666666666666,0,0,0,0,0,1
3,1,14.71,1,0.5136574074074073,0.2166666666666667,0.23333333333333334,0.45499999999999996,0.6666666666666666,0.4185,1,0,0,0,0,0
3,1,14.38,1,0.40953703703703703,0.5444444444444444,0.225,0.6866666666666664,0.0,0.7806666666666664,0,1,0,0,0,0
2,1,17.67,1,0.45324074074074067,0.3611111111111111,0.31666666666666665,0.8433333333333334,0.0,0.8903333333333334,0,0,1,0,0,0
2,1,14.14,1,0.3894444444444445,0.37777777777777777,0.23333333333333334,0.7316666666666668,0.0,0.8121666666666667,0,0,0,1,0,0
2,1,19.34,1,0.518125,0.6499999999999999,0.6416666666666666,0.4116666666666665,1.0,0.2881666666666665,0,0,1,0,0,0
1,0,,0,0.5350462962962964,0.7388888888888889,0.13333333333333333,0.6066666666666666,0.6666666666666666,0.5246666666666666,0,0,0,0,0,0
1,0,,0,0.5090740740740741,0.7,0.4666666666666666,0.5216666666666666,0.0,0.6651666666666666,0,0,0,0,0,0
1,1,18.91,1,0.4934027777777778,0.5777777777777777,0.625,0.5416666666666666,1.0,0.3791666666666666,1,0,0,0,0,0
1,1,21.96,1,0.47756944444444444,0.37777777777777777,0.5,0.535,0.0,0.6745,0,1,0,0,0,0
2,0,,0,0.43909722222222225,0.4722222222222222,0.26666666666666666,0.7149999999999997,0.0,0.8004999999999998,0,0,0,0,1,0
1,1,22.16,1,0.48388888888888887,0.3888888888888889,0.48333333333333334,0.45833333333333337,0.0,0.6208333333333333,0,1,0,0,0,0
3,1,14.88,1,0.4234027777777778,0.8,0.3833333333333333,0.3933333333333334,0.0,0.5753333333333334,0,0,0,0,1,0
3,0,,0,0.4701388888888889,0.2777777777777778,0.4583333333333333,0.5283333333333332,0.3333333333333333,0.5698333333333332,0,0,0,0,0,0
3,1,16.86,1,0.5769675925925926,0.3111111111111111,0.18333333333333335,0.7833333333333331,0.0,0.8483333333333332,0,1,0,0,0,0
3,1,18.55,1,0.4630787037037037,0.4111111111111111,0.4,0.7200000000000001,0.0,0.804,1,0,0,0,0,0
3,1,13.98,1,0.45856481481481487,0.7611111111111111,0.2583333333333333,0.5783333333333333,0.0,0.7048333333333332,1,0,0,0,0,0
1,1,18.48,1,0.5536805555555556,0.6444444444444444,0.35,0.47166666666666657,0.3333333333333333,0.5301666666666666,1,0,0,0,0,0
1,1,18.86,1,0.6139120370370371,0.32777777777777783,0.13333333333333333,0.6633333333333334,0.0,0.7643333333333333,0,0,1,0,0,0
3,1,15.92,1,0.44416666666666665,0.6277777777777778,0.5499999999999999,0.6549999999999999,1.0,0.4584999999999999,0,0,1,0,0,0
2,1,14.91,1,0.3641435185185185,0.5555555555555556,0.3,0.7516666666666666,0.0,0.8261666666666665,0,0,1,0,0,0
1,1,22.69,1,0.464375,0.4277777777777777,0.4583333333333333,0.8083333333333332,0.0,0.8658333333333332,0,0,0,0,1,0
2,1,19.26,1,0.6084490740740741,0.6166666666666666,0.13333333333333333,0.7683333333333332,0.0,0.8378333333333332,0,0,1,0,0,0
3,1,19.59,1,0.656550925925926,0.36111111111111105,0.4583333333333333,0.6333333333333332,0.6666666666666666,0.5433333333333332,0,0,1,0,0,0
2,1,17.25,1,0.5897916666666667,0.14444444444444443,0.18333333333333335,0.6249999999999999,0.3333333333333333,0.6375,0,0,0,0,0,0
2,0,,0,0.47893518518518513,0.5277777777777777,0.1,0.6516666666666667,0.0,0.7561666666666667,1,0,0,0,0,0
3,1,14.53,1,0.3966435185185186,0.4944444444444444,0.1,0.7300000000000001,0.0,0.8109999999999999,0,0,0,0,1,0
3,1,17.44,1,0.5076157407407407,0.11666666666666667,0.18333333333333335,0.6033333333333334,0.0,0.7223333333333333,1,0,0,0,0,0
1,1,20.61,1,0.5413657407407407,0.4722222222222222,0.13333333333333333,0.4900000000000001,0.3333333333333333,0.543,0,1,0,0,0,0
2,1,17.78,1,0.36266203703703703,0.55,0.4083333333333333,0.6716666666666665,0.0,0.7701666666666664,0,0,0,0,1,0
3,1,20.12,1,0.4943518518518519,0.36666666666666664,0.45,0.33166666666666667,0.0,0.5321666666666667,1,0,0,0,0,0
1,0,,0,0.534074074074074,0.45555555555555555,0.4666666666666666,0.6049999999999999,0.0,0.7234999999999998,1,0,0,0,0,0
1,1,19.93,1,0.47444444444444445,0.31666666666666665,0.3833333333333333,0.43166666666666653,0.0,0.6021666666666665,0,0,0,0,1,0
1,1,22.56,1,0.5244444444444444,0.8333333333333333,0.26666666666666666,0.7699999999999999,0.0,0.839,0,0,0,1,0,0
2,1,17.59,1,0.4225462962962963,0.47777777777777775,0.35833333333333334,0.6216666666666667,0.6666666666666666,0.5351666666666667,0,0,0,1,0,0
2,0,,0,0.3933796296296297,0.6777777777777778,0.1,0.6883333333333334,0.6666666666666666,0.5818333333333333,0,0,0,0,1,0
3,1,15.61,1,0.5535648148148149,0.6666666666666665,0.23333333333333334,0.5916666666666667,0.0,0.7141666666666666,1,0,0,0,0,0
3,1,14.19,1,0.505,0.3055555555555556,0.41666666666666663,0.44833333333333336,0.0,0.6138333333333333,0,0,1,0,0,0
3,1,15.17,1,0.49884259259259256,0.7277777777777776,0.35,0.5833333333333334,0.0,0.7083333333333333,1,0,0,0,0,0
2,1,20.86,1,0.5410416666666666,0.3555555555555555,0.21666666666666667,0.5766666666666665,0.0,0.7036666666666666,0,0,0,0,1,0
3,1,14.25,1,0.3418287037037037,0.7277777777777777,0.30833333333333335,0.5333333333333333,0.0,0.6733333333333333,0,0,0,1,0,0
2,1,16.66,1,0.5295138888888888,0.5722222222222222,0.18333333333333335,0.6150000000000001,0.0,0.7305,0,0,1,0,0,0
1,1,19.07,1,0.5901620370370372,0.3888888888888889,0.125,0.5849999999999999,0.0,0.7094999999999998,1,0,0,0,0,0
2,1,19.06,1,0.5640509259259259,0.28888888888888886,0.31666666666666665,0.5083333333333332,0.6666666666666666,0.4558333333333332,0,0,1,0,0,0
3,0,,0,0.4102777777777778,0.7888888888888889,0.35,0.4199999999999998,0.0,0.5939999999999999,0,0,1,0,0,0
3,1,16.8,1,0.48229166666666673,0.8444444444444444,0.35,0.5666666666666668,0.0,0.6966666666666668,0,0,0,1,0,0
3,0,,0,0.41402777777777783,0.42222222222222217,0.35,0.42333333333333323,0.6666666666666666,0.3963333333333332,0,0,0,1,0,0
3,1,16.58,1,0.48358796296296297,0.711111111111111,0.21666666666666667,0.5783333333333333,0.6666666666666666,0.5048333333333332,0,0,0,0,1,0
2,1,21.4,1,0.4457870370370371,0.22777777777777772,0.7,0.6566666666666666,0.0,0.7596666666666666,0,0,0,0,0,1
1,1,26.47,1,0.6138888888888888,0.4111111111111111,0.5166666666666666,0.9183333333333333,0.0,0.9428333333333332,1,0,0,0,0,0
3,1,15.21,1,0.3687962962962963,0.4277777777777777,0.3416666666666666,0.6150000000000001,0.3333333333333333,0.6305000000000001,0,0,0,1,0,0
2,0,,0,0.36668981481481483,0.2666666666666666,0.35,0.31999999999999995,0.0,0.5239999999999999,0,0,0,0,1,0
1,0,,0,0.42289351851851853,0.5333333333333333,0.6083333333333334,0.6750000000000002,0.6666666666666666,0.5725000000000001,0,0,0,0,0,0
2,1,17.85,1,0.38365740740740734,0.7222222222222222,0.18333333333333335,0.7266666666666665,0.6666666666666666,0.6086666666666665,0,0,0,0,1,0
3,1,16.14,1,0.46724537037037034,0.5,0.65,0.43666666666666665,0.0,0.6056666666666666,0,0,0,0,0,1
3,1,15.8,1,0.4505092592592593,0.5777777777777777,0.3666666666666667,0.6333333333333332,0.0,0.7433333333333332,0,0,0,0,0,0
3,1,15.69,1,0.46328703703703705,0.7277777777777777,0.3416666666666666,0.5733333333333334,0.0,0.7013333333333334,0,0,0,0,0,1
2,1,18.3,1,0.569699074074074,0.4277777777777777,0.6166666666666667,0.7533333333333333,0.3333333333333333,0.7273333333333334,1,0,0,0,0,0
1,1,22.43,1,0.4162268518518519,0.35555555555555557,0.3,0.6916666666666668,0.6666666666666666,0.5841666666666667,1,0,0,0,0,0
3,0,,0,0.6216435185185185,0.35555555555555557,0.26666666666666666,0.5083333333333332,0.0,0.6558333333333333,1,0,0,0,0,0
2,0,,0,0.4992592592592593,0.5222222222222221,0.26666666666666666,0.5783333333333333,0.0,0.7048333333333332,0,0,0,1,0,0
3,0,,0,0.6735185185185185,0.6611111111111111,0.05,0.525,0.0,0.6675,0,0,1,0,0,0
2,1,18.39,1,0.4702777777777778,0.42222222222222217,0.26666666666666666,0.5466666666666667,0.0,0.6826666666666668,0,0,0,0,0,1
3,1,15.13,1,0.45912037037037035,0.37777777777777777,0.44166666666666665,0.33166666666666667,0.6666666666666666,0.33216666666666667,0,1,0,0,0,0
3,0,,0,0.4804398148148148,0.4611111111111111,0.18333333333333335,0.5666666666666668,0.6666666666666666,0.4966666666666667,1,0,0,0,0,0
1,1,21.62,1,0.6086805555555556,0.2944444444444444,0.5583333333333333,0.7666666666666665,0.0,0.8366666666666664,0,0,0,0,0,1
1,1,25.19,1,0.5682407407407407,0.5777777777777777,0.35,0.7283333333333332,0.0,0.8098333333333332,0,0,0,0,1,0
3,1,15.32,1,0.4021527777777778,0.5277777777777778,0.475,0.495,0.0,0.6465,1,0,0,0,0,0
3,0,,0,0.4172685185185185,0.37222222222222223,0.18333333333333335,0.46499999999999997,0.6666666666666666,0.4255,1,0,0,0,0,0
1,1,23.4,1,0.5727777777777777,0.30000000000000004,0.18333333333333335,0.5033333333333333,0.0,0.6523333333333332,0,0,1,0,0,0
2,1,17.94,1,0.41460648148148144,0.4555555555555555,0.5166666666666666,0.4033333333333332,0.0,0.5823333333333331,1,0,0,0,0,0
2,1,18.79,1,0.4234953703703704,0.43333333333333324,0.08333333333333333,0.6483333333333333,0.3333333333333333,0.6538333333333333,0,1,0,0,0,0
3,1,17.07,1,0.47921296296296295,0.5999999999999999,0.475,0.5383333333333334,0.0,0.6768333333333334,0,0,0,0,1,0
2,0,,0,0.48754629629629637,0.5944444444444444,0.3666666666666667,0.4999999999999999,0.3333333333333333,0.5499999999999999,0,0,0,1,0,0
3,0,,0,0.3887962962962963,0.3611111111111111,0.18333333333333335,0.5733333333333334,0.0,0.7013333333333334,0,0,0,0,1,0
1,0,,0,0.5100694444444445,0.4888888888888888,0.3,0.6983333333333331,0.0,0.7888333333333332,0,0,0,0,1,0
2,1,16.51,1,0.4245833333333333,0.24444444444444444,0.3333333333333333,0.8266666666666668,0.0,0.8786666666666667,1,0,0,0,0,0
3,1,17.55,1,0.5084027777777779,0.3222222222222222,0.26666666666666666,0.2783333333333333,0.0,0.4948333333333333,0,0,0,0,1,0
1,0,,0,0.48631944444444447,0.5666666666666665,0.3833333333333333,0.46166666666666656,0.3333333333333333,0.5231666666666666,0,0,0,0,0,0
2,1,20.83,1,0.33636574074074077,0.2777777777777778,0.3,0.9733333333333333,0.6666666666666666,0.7813333333333332,0,0,0,0,1,0
3,1,15.28,1,0.5885185185185186,0.2944444444444444,0.275,0.4900000000000001,0.0,0.643,0,0,0,0,1,0
2,1,15.63,1,0.3756712962962963,0.5055555555555554,0.48333333333333334,0.5883333333333333,0.3333333333333333,0.6118333333333332,0,0,1,0,0,0
3,0,,0,0.4018518518518519,0.11666666666666667,0.16666666666666666,0.5616666666666666,0.0,0.6931666666666666,1,0,0,0,0,0
3,1,17.53,1,0.6017824074074074,0.7333333333333332,0.21666666666666667,0.39,0.3333333333333333,0.473,1,0,0,0,0,0
2,1,14.78,1,0.47402777777777777,0.3944444444444444,0.45,0.45166666666666655,0.6666666666666666,0.4161666666666666,0,0,0,0,0,1
2,1,17.01,1,0.4696296296296296,0.28888888888888886,0.3,0.43833333333333335,0.0,0.6068333333333333,0,0,0,0,1,0
2,1,15.8,1,0.5018981481481481,0.6833333333333333,0.2833333333333333,0.30666666666666664,0.0,0.5146666666666666,0,0,0,0,1,0
3,1,12.99,1,0.39395833333333335,0.3833333333333333,0.31666666666666665,0.6549999999999999,0.6666666666666666,0.5584999999999999,1,0,0,0,0,0
3,0,,0,0.5276157407407407,0.6499999999999999,0.1,0.7499999999999999,0.0,0.825,0,0,0,0,0,1
3,1,13.82,1,0.4644212962962963,0.8111111111111111,0.49166666666666664,0.3983333333333333,0.3333333333333333,0.47883333333333333,0,0,0,0,0,1
3,1,14.86,1,0.34474537037037045,0.25555555555555554,0.2833333333333333,0.725,0.6666666666666666,0.6074999999999999,1,0,0,0,0,0
2,0,,0,0.4647916666666667,0.2666666666666666,0.4666666666666666,0.6249999999999999,0.3333333333333333,0.6375,1,0,0,0,0,0
2,1,19.03,1,0.5922916666666667,0.5555555555555556,0.3,0.7833333333333331,1.0,0.5483333333333331,0,0,1,0,0,0
3,0,,0,0.6250000000000001,0.25555555555555554,0.2,0.5666666666666668,0.0,0.6966666666666668,0,1,0,0,0,0
3,0,,0,0.4792824074074074,0.4277777777777777,0.13333333333333333,0.65,0.3333333333333333,0.655,0,0,1,0,0,0
2,1,14.07,1,0.35451388888888885,0.6388888888888888,0.26666666666666666,0.6266666666666666,0.0,0.7386666666666666,0,0,0,0,0,1
3,0,,0,0.45037037037037037,0.5333333333333333,0.4,0.4066666666666666,1.0,0.2846666666666666,0,0,0,1,0,0
3,1,16.85,1,0.4156712962962963,0.3944444444444444,0.2833333333333333,0.5516666666666666,0.0,0.6861666666666666,0,0,1,0,0,0
3,1,16.28,1,0.5262268518518519,0.5277777777777777,0.7416666666666667,0.5766666666666665,0.3333333333333333,0.6036666666666666,0,1,0,0,0,0
2,0,,0,0.6585185185185186,0.4277777777777777,0.23333333333333334,0.7799999999999999,0.0,0.8459999999999999,0,1,0,0,0,0
2,1,15.51,1,0.48581018518518526,0.1722222222222222,0.425,0.63,0.3333333333333333,0.641,0,0,1,0,0,0
3,0,,0,0.4154166666666666,0.4888888888888888,0.3666666666666667,0.35499999999999987,0.0,0.5484999999999999,0,0,0,0,0,1
2,1,17.7,1,0.559537037037037,0.49444444444444446,0.30833333333333335,0.4966666666666667,0.0,0.6476666666666666,0,0,1,0,0,0
3,1,21.08,1,0.5285648148148149,0.6833333333333333,0.5583333333333332,0.6333333333333332,0.0,0.7433333333333332,0,0,1,0,0,0
3,1,16.9,1,0.49004629629629637,0.6611111111111112,0.5583333333333333,0.43999999999999984,0.0,0.6079999999999999,1,0,0,0,0,0
2,0,,0,0.6821064814814815,0.38888888888888884,0.4,0.535,0.0,0.6745,0,0,0,0,0,0
3,1,17.31,1,0.5803703703703703,0.2666666666666666,0.2583333333333333,0.5199999999999999,0.0,0.6639999999999999,0,0,0,0,0,1
1,1,18.37,1,0.5333796296296297,0.45555555555555555,0.18333333333333335,0.34666666666666657,0.3333333333333333,0.4426666666666666,1,0,0,0,0,0
3,1,17.69,1,0.5770833333333333,0.25555555555555554,0.5666666666666667,0.5499999999999999,0.0,0.6849999999999999,0,0,1,0,0,0
2,1,15.53,1,0.3468055555555556,0.3222222222222222,0.05,0.7616666666666666,0.0,0.8331666666666666,0,1,0,0,0,0
3,0,,0,0.4457175925925925,0.7944444444444444,0.6166666666666667,0.16166666666666663,0.0,0.4131666666666666,1,0,0,0,0,0
1,1,21.29,1,0.5545833333333333,0.33333333333333326,0.4083333333333333,0.57,0.6666666666666666,0.499,1,0,0,0,0,0
2,0,,0,0.46372685185185186,0.4277777777777777,0.05,0.35499999999999987,0.0,0.5484999999999999,0,0,0,0,0,1
2,1,16.98,1,0.49004629629629637,0.2166666666666667,0.30833333333333335,0.5750000000000001,0.3333333333333333,0.6025,0,1,0,0,0,0
2,0,,0,0.5054861111111111,0.49444444444444446,0.35,0.58,0.0,0.706,1,0,0,0,0,0
3,1,12.79,1,0.47541666666666665,0.32777777777777783,0.35833333333333334,0.5499999999999999,1.0,0.38499999999999995,0,0,0,1,0,0
3,0,,0,0.569212962962963,0.35,0.2,0.5916666666666667,0.0,0.7141666666666666,0,0,0,0,1,0
3,1,14.25,1,0.3864351851851852,0.2944444444444444,0.18333333333333335,0.41833333333333333,0.3333333333333333,0.49283333333333335,1,0,0,0,0,0
3,1,12.9,1,0.5246527777777777,0.5388888888888889,0.1,0.29000000000000004,0.0,0.503,0,0,0,1,0,0
3,1,16.76,1,0.48273148148148154,0.5666666666666665,0.23333333333333334,0.46166666666666656,0.0,0.6231666666666665,0,0,1,0,0,0
3,0,,0,0.42277777777777775,0.39999999999999997,0.5333333333333333,0.38,0.0,0.566,0,0,0,1,0,0
2,0,,0,0.37532407407407403,0.42222222222222217,0.43333333333333335,0.5516666666666666,0.0,0.6861666666666666,0,0,0,1,0,0
1,1,20.97,1,0.5802546296296296,0.4555555555555555,0.3333333333333333,0.5766666666666665,0.0,0.7036666666666666,0,0,0,0,0,0
2,1,18.65,1,0.4464583333333334,0.31666666666666665,0.29166666666666663,0.44666666666666666,0.0,0.6126666666666667,1,0,0,0,0,0
2,1,15.96,1,0.25759259259259265,0.2833333333333333,0.5583333333333333,0.57,0.3333333333333333,0.599,0,0,0,0,1,0
2,0,,0,0.5615740740740741,0.6333333333333333,0.05,0.7149999999999997,0.6666666666666666,0.6004999999999998,0,0,1,0,0,0
1,1,21.53,1,0.5089351851851852,0.4055555555555555,0.26666666666666666,0.7799999999999999,0.0,0.8459999999999999,1,0,0,0,0,0
3,1,14.46,1,0.4887037037037037,0.37777777777777777,0.275,0.4900000000000001,0.3333333333333333,0.543,1,0,0,0,0,0
3,0,,0,0.4788657407407408,0.6833333333333333,0.13333333333333333,0.6283333333333333,0.0,0.7398333333333333,0,0,0,0,0,0
2,0,,0,0.49712962962962964,0.5111111111111111,0.2833333333333333,0.2783333333333333,0.0,0.4948333333333333,0,0,0,1,0,0
3,0,,0,0.4999537037037037,0.2666666666666666,0.2583333333333333,0.4,0.6666666666666666,0.38,1,0,0,0,0,0
1,1,15.8,1,0.40317129629629633,0.3,0.5333333333333333,0.1349999999999999,0.3333333333333333,0.29449999999999993,0,0,0,0,0,1
3,1,18.23,1,0.33328703703703705,0.3666666666666666,0.6,0.31499999999999995,0.0,0.5205,1,0,0,0,0,0
1,1,17.1,1,0.5393749999999999,0.8444444444444444,0.13333333333333333,0.6616666666666665,0.0,0.7631666666666665,0,0,0,1,0,0
2,1,14.74,1,0.3612037037037037,0.7666666666666666,0.2583333333333333,0.47999999999999987,0.0,0.6359999999999999,1,0,0,0,0,0
2,0,,0,0.4428472222222222,0.6166666666666667,0.31666666666666665,0.33166666666666667,0.0,0.5321666666666667,0,0,0,1,0,0
2,1,15.03,1,0.3682407407407407,0.24444444444444444,0.6916666666666667,0.6133333333333332,0.0,0.7293333333333332,0,0,1,0,0,0
2,1,17.97,1,0.5857638888888889,0.25555555555555554,0.3666666666666667,0.4700000000000001,1.0,0.329,0,1,0,0,0,0
3,1,19.03,1,0.4981712962962963,0.34444444444444444,0.5166666666666666,0.6900000000000001,0.3333333333333333,0.683,1,0,0,0,0,0
1,1,17.69,1,0.4966435185185185,0.36666666666666664,0.35833333333333334,0.25,0.3333333333333333,0.375,0,0,1,0,0,0
3,1,15.55,1,0.36358796296296303,0.07777777777777778,0.3666666666666667,0.6066666666666666,0.0,0.7246666666666666,1,0,0,0,0,0
3,1,20.9,1,0.658912037037037,0.4888888888888888,0.26666666666666666,0.8866666666666666,0.0,0.9206666666666665,0,1,0,0,0,0
2,1,15.33,1,0.3617824074074074,0.4833333333333333,0.48333333333333334,0.9216666666666665,0.3333333333333333,0.8451666666666666,0,0,0,0,1,0
3,1,17.61,1,0.5170833333333333,0.7722222222222223,0.5333333333333333,0.6116666666666667,0.3333333333333333,0.6281666666666667,0,0,1,0,0,0
3,1,15.75,1,0.3594212962962963,0.30000000000000004,0.43333333333333335,0.6783333333333333,0.3333333333333333,0.6748333333333334,0,0,0,1,0,0
3,1,13.31,1,0.5105555555555555,0.37222222222222223,0.48333333333333334,0.4666666666666667,0.6666666666666666,0.42666666666666664,0,0,0,0,1,0
3,1,16.6,1,0.5239351851851852,0.5944444444444443,0.15000000000000002,0.43000000000000005,0.0,0.601,0,0,0,0,0,0
3,0,,0,0.4240972222222223,0.8111111111111111,0.26666666666666666,0.4783333333333334,0.0,0.6348333333333334,0,0,0,0,0,0
3,1,12.41,1,0.31159722222222225,0.4055555555555555,0.41666666666666663,0.3783333333333333,0.0,0.5648333333333333,1,0,0,0,0,0
3,0,,0,0.5226157407407408,0.4888888888888888,0.13333333333333333,0.16833333333333333,0.6666666666666666,0.21783333333333332,1,0,0,0,0,0
3,0,,0,0.4398842592592593,0.08888888888888888,0.2583333333333333,0.46166666666666656,0.0,0.6231666666666665,0,0,0,0,1,0
3,0,,0,0.356712962962963,0.43333333333333324,0.1,0.43166666666666653,0.0,0.6021666666666665,0,1,0,0,0,0
2,0,,0,0.4695833333333333,0.8333333333333333,0.49166666666666664,0.3816666666666667,0.3333333333333333,0.4671666666666667,0,0,0,1,0,0
2,1,16.61,1,0.37708333333333327,0.8222222222222222,0.18333333333333335,0.43999999999999984,0.6666666666666666,0.4079999999999999,0,0,1,0,0,0
3,0,,0,0.34629629629629627,0.5166666666666666,0.23333333333333334,0.555,0.0,0.6885,0,0,1,0,0,0
3,1,17.89,1,0.4658333333333333,0.461111111111111,0.3916666666666666,0.785,0.0,0.8494999999999999,0,0,0,1,0,0
1,1,23.08,1,0.5904398148148148,0.3277777777777777,0.3666666666666667,0.6349999999999999,0.3333333333333333,0.6444999999999999,0,0,0,0,1,0
3,1,18.02,1,0.549837962962963,0.5055555555555555,0.35,0.495,0.0,0.6465,0,0,0,0,1,0
3,1,14.13,1,0.44615740740740734,0.31666666666666665,0.18333333333333335,0.495,0.3333333333333333,0.5465,0,0,0,0,1,0
1,1,20.65,1,0.6142824074074075,0.35555555555555557,0.3333333333333333,0.6383333333333333,0.0,0.7468333333333332,0,0,0,1,0,0
